Function Name,n,# of primes,Time
Sieve,0,0,2.5987625122070312e-05
Sieve,1,0,6.9141387939453125e-06
Sieve,2,1,2.5987625122070312e-05
Sieve,3,2,6.9141387939453125e-06
Sieve,4,2,7.152557373046875e-06
Sieve,5,3,6.198883056640625e-06
Sieve,6,3,7.152557373046875e-06
Sieve,7,4,6.198883056640625e-06
Sieve,8,4,6.198883056640625e-06
Sieve,9,4,6.9141387939453125e-06
Sieve,10,4,1.1682510375976562e-05
Sieve,11,5,7.867813110351562e-06
Sieve,12,5,8.106231689453125e-06
Sieve,13,6,6.9141387939453125e-06
Sieve,14,6,7.867813110351562e-06
Sieve,15,6,6.9141387939453125e-06
Sieve,16,6,8.344650268554688e-06
Sieve,17,7,7.152557373046875e-06
Sieve,18,7,1.2159347534179688e-05
Sieve,19,8,9.059906005859375e-06
Sieve,20,8,7.867813110351562e-06
Sieve,21,8,8.344650268554688e-06
Sieve,22,8,7.867813110351562e-06
Sieve,23,9,9.059906005859375e-06
Sieve,24,9,8.821487426757812e-06
Sieve,25,9,8.821487426757812e-06
Sieve,26,9,1.4066696166992188e-05
Sieve,27,9,1.0013580322265625e-05
Sieve,28,9,1.0013580322265625e-05
Sieve,29,10,1.0013580322265625e-05
Sieve,30,10,1.0013580322265625e-05
Sieve,31,11,1.0013580322265625e-05
Sieve,32,11,1.0013580322265625e-05
Sieve,33,11,1.0967254638671875e-05
Sieve,34,11,1.4066696166992188e-05
Sieve,35,11,1.4781951904296875e-05
Sieve,36,11,1.0967254638671875e-05
Sieve,37,12,1.0013580322265625e-05
Sieve,38,12,1.0967254638671875e-05
Sieve,39,12,1.0967254638671875e-05
Sieve,40,12,1.0967254638671875e-05
Sieve,41,13,1.0967254638671875e-05
Sieve,42,13,1.4781951904296875e-05
Sieve,43,14,1.1682510375976562e-05
Sieve,44,14,1.0967254638671875e-05
Sieve,45,14,1.5735626220703125e-05
Sieve,46,14,1.1920928955078125e-05
Sieve,47,15,1.2159347534179688e-05
Sieve,48,15,1.0967254638671875e-05
Sieve,49,16,1.2159347534179688e-05
Sieve,50,16,1.5735626220703125e-05
Sieve,51,16,1.3113021850585938e-05
Sieve,52,16,1.1920928955078125e-05
Sieve,53,17,1.3113021850585938e-05
Sieve,54,17,1.3113021850585938e-05
Sieve,55,17,1.2874603271484375e-05
Sieve,56,17,1.3113021850585938e-05
Sieve,57,17,1.1920928955078125e-05
Sieve,58,17,1.6927719116210938e-05
Sieve,59,18,1.3828277587890625e-05
Sieve,60,18,1.3113021850585938e-05
Sieve,61,19,1.71661376953125e-05
Sieve,62,19,1.4066696166992188e-05
Sieve,63,19,1.3113021850585938e-05
Sieve,64,19,1.4066696166992188e-05
Sieve,65,19,1.4066696166992188e-05
Sieve,66,19,1.7881393432617188e-05
Sieve,67,20,1.8835067749023438e-05
Sieve,68,20,1.5020370483398438e-05
Sieve,69,20,1.4781951904296875e-05
Sieve,70,20,1.3828277587890625e-05
Sieve,71,21,1.4066696166992188e-05
Sieve,72,21,1.8358230590820312e-05
Sieve,73,22,1.52587890625e-05
Sieve,74,22,1.8835067749023438e-05
Sieve,75,22,1.4781951904296875e-05
Sieve,76,22,1.5974044799804688e-05
Sieve,77,23,1.9073486328125e-05
Sieve,78,23,1.5974044799804688e-05
Sieve,79,24,1.5020370483398438e-05
Sieve,80,24,1.5020370483398438e-05
Sieve,81,24,1.621246337890625e-05
Sieve,82,24,2.0265579223632812e-05
Sieve,83,25,1.6927719116210938e-05
Sieve,84,25,2.002716064453125e-05
Sieve,85,25,1.6927719116210938e-05
Sieve,86,25,1.6927719116210938e-05
Sieve,87,25,2.002716064453125e-05
Sieve,88,25,1.811981201171875e-05
Sieve,89,26,1.811981201171875e-05
Sieve,90,26,2.3126602172851562e-05
Sieve,91,27,1.9073486328125e-05
Sieve,92,27,1.811981201171875e-05
Sieve,93,27,1.8358230590820312e-05
Sieve,94,27,1.811981201171875e-05
Sieve,95,27,1.811981201171875e-05
Sieve,96,27,2.2172927856445312e-05
Sieve,97,28,1.9073486328125e-05
Sieve,98,28,2.193450927734375e-05
Sieve,99,28,1.9073486328125e-05
Sieve,100,28,1.9073486328125e-05
Sieve,200,53,3.2901763916015625e-05
Sieve,300,76,5.3882598876953125e-05
Sieve,400,98,6.580352783203125e-05
Sieve,500,122,0.00010180473327636719
Sieve,600,144,0.00011086463928222656
Sieve,700,166,0.00012183189392089844
Sieve,800,190,0.00013375282287597656
Sieve,900,210,0.00016570091247558594
Sieve,1000,233,0.0001747608184814453
Sieve,2000,449,0.0003750324249267578
Sieve,3000,656,0.0005650520324707031
Sieve,4000,864,0.0007433891296386719
Sieve,5000,1071,0.0015790462493896484
Sieve,6000,1275,0.0015549659729003906
Sieve,7000,1476,0.001459360122680664
Sieve,8000,1677,0.0020189285278320312
Sieve,9000,1881,0.002196073532104492
Sieve,10000,2080,0.002051830291748047
Sieve,110000,20764,0.02516007423400879
Sieve,210000,38826,0.04642677307128906
Sieve,310000,56636,0.07144999504089355
Sieve,410000,74302,0.09655880928039551
Sieve,510000,91850,0.1206510066986084
Sieve,610000,109311,0.1566600799560547
Sieve,710000,126721,0.17695903778076172
Sieve,810000,144044,0.20726299285888672
Sieve,910000,161305,0.2385420799255371
Sieve,1010000,178507,0.2739531993865967
Sieve,1110000,195678,0.29203200340270996
Sieve,1210000,212791,0.3242461681365967
Sieve,1310000,229881,0.36362385749816895
Sieve,1410000,246904,0.3771061897277832
Sieve,1510000,263966,0.41666507720947266
Sieve,1610000,280959,0.45403075218200684
Sieve,1710000,297918,0.47465085983276367
Sieve,1810000,314879,0.49357080459594727
Sieve,1910000,331819,0.5339310169219971
Sieve,2010000,348739,0.5595278739929199
Sieve,2110000,365655,0.5860621929168701
Sieve,2210000,382553,0.6185359954833984
Sieve,2310000,399431,0.6504948139190674
Sieve,2410000,416280,0.6668999195098877
Sieve,2510000,433118,0.6988260746002197
Sieve,2610000,449939,0.8156518936157227
Sieve,2710000,466766,0.8536770343780518
Sieve,2810000,483575,0.9548070430755615
Sieve,2910000,500354,1.0140700340270996
Sieve,3010000,517120,1.0356438159942627
Sieve,3110000,533889,1.081644058227539
Sieve,3210000,550643,0.9797499179840088
Sieve,3310000,567406,0.9917910099029541
Sieve,3410000,584139,1.1442480087280273
Sieve,3510000,600847,1.0718350410461426
Sieve,3610000,617541,1.1288509368896484
Sieve,3710000,634237,1.1997480392456055
Sieve,3810000,650901,1.227290153503418
Sieve,3910000,667554,1.3060970306396484
Sieve,4010000,684218,1.1893010139465332
Sieve,4110000,700886,1.4850537776947021
Sieve,4210000,717514,1.198298692703247
Sieve,4310000,734118,1.2222929000854492
Sieve,4410000,750689,1.29410982131958
Sieve,4510000,767290,1.3086159229278564
Sieve,4610000,783874,1.3379528522491455
Sieve,4710000,800479,1.4152660369873047
Sieve,4810000,817011,1.4840548038482666
Sieve,4910000,833601,1.9842607975006104
Sieve,5010000,850166,1.5625019073486328
Sieve,5110000,866736,1.603463888168335
Sieve,5210000,883232,1.615596055984497
Sieve,5310000,899759,1.7650620937347412
Sieve,5410000,916302,2.1361520290374756
Sieve,5510000,932789,2.4702882766723633
Sieve,5610000,949329,1.8997199535369873
Sieve,5710000,965830,2.30694317817688
Sieve,5810000,982327,1.9523038864135742
Sieve,5910000,998783,2.041107177734375
Sieve,6010000,1015276,1.8825328350067139
Sieve,6110000,1031737,2.6214420795440674
Sieve,6210000,1048201,1.9999399185180664
Sieve,6310000,1064661,1.9191701412200928
Sieve,6410000,1081075,1.9532537460327148
Sieve,6510000,1097544,2.0407910346984863
Sieve,6610000,1113965,2.064527988433838
Sieve,6710000,1130392,2.047908306121826
Sieve,6810000,1146818,2.132254123687744
Sieve,6910000,1163253,2.0455851554870605
Sieve,7010000,1179694,2.359304904937744
Sieve,7110000,1196094,2.310117244720459
Sieve,7210000,1212505,2.247189998626709
Sieve,7310000,1228895,2.359139919281006
Sieve,7410000,1245276,2.3426578044891357
Sieve,7510000,1261678,2.608232021331787
Sieve,7610000,1278069,2.5583341121673584
Sieve,7710000,1294441,2.4437990188598633
Sieve,7810000,1310806,2.6389029026031494
Sieve,7910000,1327201,2.4972622394561768
